,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
420414,0.12924403,1.6272004999999998,0.31950328,-1.320807,-1.220936,-0.25563973,1.0291337999999999,-0.24574779,-0.83830523,0.34767598,-0.31231228,-0.6949556,52
420415,0.12231116,1.6296306,0.27201587,-1.1911135,-1.1671495,-0.07185124,0.95807904,-0.033701800000000004,-0.83867043,0.35099506,-0.3090013,-0.6923908000000001,52
420416,0.11572660000000001,1.631502,0.16511035,-0.9597201999999999,-1.0520912,0.119703636,0.87474066,0.18415572,-0.8395969999999999,0.35366097,-0.3071511,-0.6916386,52
420417,0.10494036,1.6332461,0.017486496,-0.65777564,-0.8929104999999999,0.26361707,0.81125593,0.3474465,-0.83889574,0.35550874,-0.30597270000000004,-0.6927245,52
420418,0.09871614,1.6344346,-0.16634414,-0.30602616,-0.7021368,0.37935033,0.75920165,0.47806162,-0.83852774,0.35688874,-0.30506173,-0.69212985,52
420419,0.105905965,1.6356881,-0.36824152,0.08203728,-0.4887767,0.47088599999999997,0.7207879,0.57247096,-0.83713627,0.35847053,-0.30390835,-0.68829924,52
420420,0.10962584,1.6373562,-0.5067882,0.42762209999999995,-0.2591089,0.5415001,0.62594473,0.57386684,-0.837015,0.35947865,-0.30297968,-0.68504125,52
420421,0.11026321,1.6393101000000003,-0.7086081999999999,0.48037702,-0.017875144,0.59520966,0.25362529999999994,0.6069281,-0.8400164000000001,0.36014917,-0.3023141,-0.6840297,52
420422,0.11731853,1.6409806,-0.8967312,0.4134488,0.23167562,0.6350949,-0.1624216,0.61885816,-0.84312844,0.36087600000000003,-0.30183735,-0.6834061,52
420423,0.13267079999999998,1.6423168999999997,-1.0440457,0.3217255,0.45710328,0.6614496,-0.52199847,0.62107813,-0.8515984000000001,0.36136675,-0.30149564,-0.6846666,52
420424,0.16177939,1.6442516999999999,-1.1294895,0.32364595,0.59772605,0.6748668999999999,-0.7143864999999999,0.62065434,-0.8514690999999999,0.36227646,-0.30125076,-0.6824416,52
420425,0.18420506,1.6467546000000002,-1.1809014,0.34201820000000005,0.6898573,0.67962444,-0.82983184,0.6167964,-0.8533871,0.36214554,-0.30100086,-0.6814719,52
420426,0.20027399,1.6485478999999998,-1.2132107,0.36922422,0.7551626,0.6787229,-0.90232855,0.6107505,-0.84717757,0.36305287,-0.30058217,-0.67772305,52
420427,0.20405008,1.6502531999999999,-1.2655666,0.30906668,0.8183523,0.6926524000000001,-1.0291914,0.61587596,-0.8437431999999999,0.36333793,-0.29974994,-0.6740092,52
420428,0.18024929,1.6530174,-1.3408984,0.13046372,0.8872626,0.7341033,-1.2418857,0.63464516,-0.819833,0.36349446,-0.29905152,-0.67187524,52
420429,0.16241175,1.6553874,-1.4104388,-0.07799179,0.93262136,0.791189,-1.4623978000000002,0.6641069,-0.8130071999999999,0.3636238,-0.29855084,-0.6698038000000001,52
420430,0.14697416,1.6577811000000002,-1.4672537,-0.26277983,0.9486041999999999,0.854225,-1.6477699000000001,0.69830924,-0.8098935,0.36844397,-0.29755822,-0.66747946,52
