,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
827640,0.5348732,1.3454548000000002,0.29583493,-1.2710332,-1.2222855,-0.25563969999999997,1.0291393,-0.2457116,0.34936917,0.9278133,0.46185845,0.14448658,74
827641,0.5551007,1.3451579,0.29808688,-1.2568183000000002,-1.2133877,-0.24870250000000002,1.0270487,-0.23718607,0.3487825,0.92428905,0.46185845,0.14450285,74
827642,0.5614714,1.345449,0.29902977,-1.1693288999999998,-1.1706942,-0.24368604,1.0255408000000001,-0.23106383,0.34801713,0.9240485,0.46185845,0.14444098,74
827643,0.5563915,1.3457586000000001,0.29551739,-1.028686,-1.1017531999999999,-0.23945564,1.0242850000000001,-0.22587685,0.3472575,0.9209978999999999,0.46185845,0.14447002,74
827644,0.56544226,1.3458457,0.28970578,-0.8501131,-1.0140007,-0.23521961,1.0231335,-0.22069122,0.3470408,0.9180548000000001,0.46185845,0.14449094,74
827645,0.57040477,1.3460763,0.28784874,-0.6439326,-0.9127671999999999,-0.23631799,1.0233893,-0.22204804,0.34721473,0.91509837,0.46185845,0.14443228,74
827646,0.56888306,1.3462415,0.29206079999999995,-0.42460984,-0.80187905,-0.24601418,1.0250334,-0.2337295,0.34722483,0.91405183,0.46185845,0.14439045,74
827647,0.563225,1.3458225000000001,0.29891267,-0.19412684,-0.68406546,-0.25866568,1.0262314000000001,-0.2488394,0.3461265,0.91338253,0.46185845,0.14436053,74
827648,0.5601856,1.3460594,0.30810314,0.044580552999999995,-0.5613012,-0.27056736,1.0270798,-0.262994,0.34566426,0.9125651,0.46185845,0.14433876,74
827649,0.55851537,1.3461959,0.31224057,0.29171243,-0.43497655,-0.27655345,1.0277129999999999,-0.27012134,0.34567147,0.9131101,0.46185845,0.14436024,74
827650,0.5456424,1.3461928,0.30673838,0.5429673,-0.30610290000000007,-0.27348956,1.0280985999999999,-0.26655605,0.34734592,0.91405696,0.46185845,0.14437534,74
827651,0.54657185,1.3461235,0.30118558,0.7979031999999999,-0.17542082,-0.26953328,1.0284313,-0.26196617,0.3479494,0.91674095,0.46185845,0.14442298,74
827652,0.5462225,1.3463088,0.30178717,1.0524719,-0.04343144,-0.26994008,1.0287002,-0.26252154,0.34767118,0.92014474,0.46185845,0.14394319,74
827653,0.5480031999999999,1.346173,0.29951468,1.2974621000000002,0.089501426,-0.26860002,1.0290940999999998,-0.26246244,0.34728298,0.9230043,0.46185845,0.1440399,74
827654,0.54775625,1.3461428999999998,0.284285,1.4642111999999998,0.22311331,-0.2616489,0.9495190999999998,-0.2562141,0.34623602,0.92406464,0.46185845,0.1441459,74
827655,0.55722356,1.3456843,0.26897618,1.5498294,0.3571877,-0.2579935,0.7992855,-0.25097093,0.34418443,0.92206335,0.46185845,0.14418511,74
827656,0.5640079000000001,1.345356,0.27019274,1.608342,0.49160394,-0.26324436,0.6387416,-0.25560656,0.34513190000000005,0.9187898999999999,0.46185845,0.14421329,74
827657,0.56379306,1.3455575,0.26414233,1.6514318,0.62629086,-0.2646159,0.47993,-0.25636625,0.34836113,0.91675395,0.46185845,0.14441717,74
827658,0.56211585,1.3457353,0.23121692,1.6781366000000002,0.7611481,-0.25402877,0.32485482,-0.24523844,0.34039643,0.91576767,0.46185845,0.14456326,74
827659,0.5573600999999999,1.3454596,0.19991520000000002,1.6968140999999999,0.8961188,-0.24497859,0.17887886,-0.23598665,0.34138474,0.9148601000000001,0.46185845,0.14396991,74
827660,0.55344546,1.3453628,0.19205342,1.7109855,1.0311774,-0.24606995,0.04409531,-0.23732351,0.33118585,0.91438454,0.46185845,0.14354502,74
827661,0.5491173,1.3453268999999999,0.20151748,1.7176630000000002,1.1653088,-0.253981,-0.08118939,-0.24566212,0.33854470000000003,0.91514677,0.46185845,0.1437547,74
827662,0.55464596,1.3452342,0.22993042,1.7224585,1.2702719999999998,-0.26637858,-0.17614976,-0.25842178,0.34330133,0.9162129999999999,0.46185845,0.14339079,74
827663,0.56571424,1.3450669,0.26250229999999997,1.7295609,1.3425881000000002,-0.28074065,-0.24052982,-0.2725714,0.34522128,0.9132207,0.46185845,0.14312999,74
827664,0.5782149000000001,1.3454845,0.29642224,1.7347949,1.3943791,-0.29539183,-0.28641373,-0.2868162,0.34546152,0.9124923,0.46185845,0.14345731,74
827665,0.57701844,1.3455823999999998,0.3281927,1.7385664,1.4317782,-0.30924046,-0.319394,-0.30029517,0.34655267,0.9141538,0.46185845,0.14321421,74
827666,0.5852983,1.3458538999999998,0.35662540000000004,1.7397227,1.4591203000000001,-0.32161084,-0.344279,-0.31240222,0.34944314,0.91545194,0.46185845,0.14351772,74
827667,0.59580046,1.3460486,0.37823865,1.7397692999999999,1.4799811,-0.331056,-0.36269313,-0.32179683,0.35030320000000004,0.9184194,0.46185845,0.14373495,74
827668,0.5977416999999999,1.3460201,0.3920801,1.7383846,1.4983218999999999,-0.33673587,-0.3778111,-0.32755002,0.3506107,0.92051643,0.46185845,0.14330338,74
