,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
314271,-1.4530356000000002,0.37566048,0.29917157,-0.14593466,-0.6813438,-0.25563973,1.0291166999999999,-0.24571157,-2.1969147,-0.8966850000000001,-1.4223821,-1.545144,43
314272,-1.4555922,0.37696409999999997,0.29958862,-0.14605582,-0.6813458,-0.25563973,1.0291393,-0.24572277,-2.1960794999999997,-0.89560485,-1.4209713,-1.5427973999999998,43
314273,-1.4641712,0.3777788,0.29970384,-0.14547391,-0.6813435999999999,-0.25563973,1.0291721,-0.24572317,-2.1960094,-0.8952981,-1.417562,-1.5407553,43
314274,-1.4725323000000001,0.37836640000000005,0.29932362,-0.14549382,-0.6813363,-0.25563973,1.0291165,-0.24571252,-2.1961677,-0.8951824,-1.4143816,-1.5393428,43
314275,-1.474061,0.37893108,0.29976514,-0.14583918,-0.6813384,-0.25563973,1.0291526,-0.24570625,-2.1959223999999997,-0.89312637,-1.4127347,-1.5387273000000001,43
314276,-1.4732028,0.37937486,0.29963154,-0.14600597,-0.6813394,-0.25563973,1.029181,-0.24570924,-2.1960029999999997,-0.89074355,-1.4115472,-1.5378653999999998,43
314277,-1.4731365,0.3796808,0.29925358,-0.14602333,-0.6813333,-0.25563973,1.0291234,-0.24570604,-2.1955826000000003,-0.8889732,-1.4103291999999998,-1.5372251000000001,43
314278,-1.4562073999999998,0.38005036,0.29943928,-0.14558505,-0.68134135,-0.25563973,1.0291488000000002,-0.24570888,-2.19483,-0.88709664,-1.4093856000000002,-1.5372303999999999,43
314279,-1.4394308,0.380443,0.29998509999999995,-0.14549364,-0.68133897,-0.25563973,1.0291654000000001,-0.24570744,-2.1946564,-0.8835665,-1.4087094,-1.5368193,43
314280,-1.4356728,0.38074842,0.29868140000000004,-0.13219267,-0.6758241,-0.25563973,1.0291755999999999,-0.24572782,-2.1942444,-0.87941116,-1.407367,-1.5361936999999999,43
314281,-1.4367408000000002,0.38105333,0.2977712,0.012674336000000001,-0.60534954,-0.25563973,1.0291550999999999,-0.24571627,-2.1932728,-0.87548333,-1.4058511999999999,-1.5359803,43
314282,-1.428783,0.38127738,0.29826929999999996,0.1257446,-0.5501458,-0.25563973,1.0291468000000001,-0.24571148,-2.1938736,-0.8732614,-1.4040521000000001,-1.5356545,43
314283,-1.4179558,0.3814135,0.29856864,0.20596267,-0.5106255999999999,-0.25563973,1.0291456,-0.24572499,-2.1947665,-0.87055117,-1.4028158000000002,-1.535202,43
314284,-1.4108472,0.38155407,0.29910707,0.26391709999999996,-0.48231155,-0.25563973,1.029148,-0.2457169,-2.1943986,-0.86871034,-1.4011861,-1.5349218,43
314285,-1.4061196000000002,0.3816791,0.29915172,0.3053688,-0.46203408,-0.25563973,1.0291461,-0.24570529,-2.1928623,-0.8658249,-1.4005243,-1.5347372,43
314286,-1.4079263000000002,0.38176867,0.29899436,0.33568445,-0.44750276,-0.25563539999999996,1.0291492,-0.24571481,-2.1917713,-0.8633283000000002,-1.4001919,-1.5342394,43
314287,-1.4072798,0.38183279999999997,0.25305235,0.35368824,-0.43701088,-0.20793648,1.020891,-0.18762115,-2.1922112,-0.8615221,-1.3986481000000002,-1.5334964,43
