,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
965099,-0.8187072,-0.7963577,0.32671654,-1.3224308,-1.2223178,-0.25557742,1.0291237,-0.24564727,-2.441169,-1.6073625,-1.875706,-1.8258303,81
965100,-0.8198917,-0.7973439999999999,0.32524738,-1.2762139,-1.2081499,-0.2648851,1.029133,-0.2566344,-2.440639,-1.6086208999999998,-1.8751388,-1.8261470000000002,81
965101,-0.8188909000000001,-0.79827666,0.32267106,-1.1652277,-1.1602259,-0.27163705,1.0292023000000001,-0.26460877,-2.4410076000000003,-1.6088606,-1.8749837999999999,-1.8261450000000001,81
965102,-0.8137488,-0.7989648,0.32263863,-1.0143778,-1.0875038000000001,-0.28409484,1.0279870999999998,-0.27924952,-2.44087,-1.6097846000000002,-1.8754723999999998,-1.8259869999999998,81
965103,-0.816222,-0.7995984,0.3327259,-0.8349489,-0.99704117,-0.3074574,1.0227648999999999,-0.30663133,-2.4404437999999997,-1.6098549,-1.8759345,-1.8259988999999999,81
965104,-0.8176031,-0.8000004,0.35134327,-0.6289494999999999,-0.89386547,-0.33395007,1.0173981,-0.33778015,-2.4405723,-1.6092845,-1.8767121999999998,-1.8256330000000003,81
965105,-0.81893915,-0.7999445,0.37533697,-0.40357763,-0.7815798,-0.35849595,1.0134912,-0.36678156,-2.4407952,-1.609284,-1.8768672,-1.8246523000000001,81
965106,-0.82095665,-0.7987592,0.39403895,-0.16410778,-0.66274637,-0.37129855,1.0107362,-0.38177297,-2.4410182999999996,-1.6097218,-1.8760217000000001,-1.8250692,81
965107,-0.8216643,-0.7978808000000001,0.39696407,0.08812901,-0.53924763,-0.36642942,1.0114645,-0.37596688,-2.4408078,-1.6097641000000003,-1.8755726000000001,-1.8250023000000002,81
965108,-0.81995493,-0.7964829000000001,0.38563368,0.35526562,-0.41240898,-0.35092223,1.0157763000000002,-0.35773390000000005,-2.44083,-1.609588,-1.8748118999999999,-1.8248441999999998,81
965109,-0.81600916,-0.7943043000000001,0.36541805,0.62778944,-0.28317190000000003,-0.32960337,1.0195570999999999,-0.33266490000000004,-2.4406597999999997,-1.6100172,-1.8748474,-1.8246626,81
965110,-0.8148880000000001,-0.7933034000000001,0.34456596,0.9003481,-0.15222806,-0.30964938,1.0223287,-0.30922538,-2.438384,-1.6103763999999998,-1.8744738,-1.8245558000000002,81
965111,-0.81055486,-0.7921969,0.32950756,1.1662921,-0.020050894,-0.29561950000000004,1.0244541999999999,-0.29318643,-2.437791,-1.6089,-1.8724598000000001,-1.8245495999999999,81
965112,-0.80814284,-0.7912511,0.32408074,1.3974912,0.113011695,-0.28664064,0.99590516,-0.28587925,-2.4372766,-1.6056708,-1.8707096999999997,-1.8251776000000002,81
965113,-0.8095762,-0.7902684,0.31187627,1.5055906000000001,0.24670693,-0.28200236,0.84238505,-0.27891067,-2.4358969,-1.6032177,-1.8696129000000001,-1.8256223999999999,81
965114,-0.81219393,-0.79031396,0.29220417,1.5747434999999999,0.38086665,-0.27431455,0.66832227,-0.26912090000000005,-2.434915,-1.6015916000000001,-1.8693746,-1.8259363000000002,81
965115,-0.81014735,-0.7904245,0.2551693,1.623506,0.51534736,-0.25893146,0.49442372,-0.25212497,-2.4327853,-1.6010101,-1.8695018,-1.8265218,81
965116,-0.809258,-0.7910847,0.19796486,1.6528078000000002,0.650071,-0.23478141,0.32213572,-0.22696531,-2.4346400000000004,-1.6001582,-1.869141,-1.8270381999999998,81
965117,-0.8100048000000001,-0.79356104,0.11774287,1.6614648,0.7849604,-0.20143956,0.15142338,-0.19342704,-2.4318855,-1.5992646000000001,-1.8682159,-1.8279089,81
965118,-0.80915666,-0.79550046,0.048868645,1.66471,0.91993517,-0.17508559,-0.005848045,-0.1677462,-2.4363007999999997,-1.5994496,-1.867696,-1.8285625,81
965119,-0.811664,-0.7971665,0.0155920675,1.6694924999999998,1.0550044,-0.16588153,-0.14741306,-0.15928091,-2.4396522000000003,-1.5988235,-1.8671043999999999,-1.8284988000000002,81
965120,-0.8165743000000001,-0.79844105,0.013634138,1.6765715,1.1890645,-0.17016725,-0.27227718,-0.16443399,-2.4489353,-1.5986485000000001,-1.8660485,-1.8287712,81
