,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
221500,-2.7495642000000005,-1.0734781999999998,0.3364634,-1.2958742,-1.2224258999999997,-0.24854659999999998,1.0415902,-0.2502225,-2.4505155,-1.8008529999999998,-2.0467553,-1.993896,31
221501,-2.7496123,-1.0728227,0.33901504,-1.2982806,-1.2224252,-0.24774012,1.0380545,-0.24893603,-2.4502772999999998,-1.8018081999999997,-2.047172,-1.9944151999999997,31
221502,-2.746339,-1.0732768,0.34077498,-1.2991595,-1.2224278,-0.24723206,1.0355325,-0.24804193,-2.450026,-1.8025782,-2.047384,-1.995002,31
221503,-2.7473369,-1.0748537,0.34197209999999995,-1.3003069,-1.2224283,-0.24680968,1.0337273,-0.24736392,-2.4498127,-1.8018615000000002,-2.0473425,-1.9951743999999998,31
221504,-2.7480516,-1.0766963999999999,0.34404698,-1.3018044,-1.2224288,-0.24647303,1.0324268,-0.24689747,-2.4501082999999997,-1.8012275000000002,-2.0476646,-1.9951891,31
221505,-2.7485635,-1.0785086000000002,0.34322283,-1.3017308,-1.2224298,-0.24624093,1.0314988999999999,-0.24656075,-2.4500427000000005,-1.8010203999999999,-2.0475044,-1.9946963,31
221506,-2.7489297,-1.0799458,0.34566268,-1.303164,-1.2224296000000001,-0.24602069,1.0308193,-0.24631709,-2.4499077999999996,-1.8003806,-2.0474069999999998,-1.994357,31
221507,-2.7491927000000005,-1.0811663,0.34403306,-1.3026848,-1.2224306999999999,-0.2459482,1.0303512,-0.2461469,-2.449687,-1.7997304,-2.0475485,-1.9941453000000002,31
221508,-2.7493814999999997,-1.0817752,0.34564137,-1.3030229,-1.2224286,-0.24580239999999998,1.0300128,-0.2460229,-2.4492632999999997,-1.7996686999999998,-2.0480833,-1.9942663,31
221509,-2.749516,-1.0820578,0.34458134,-1.3019439,-1.22243,-0.2458259,1.0297812,-0.24593136,-2.4490511,-1.8001401000000001,-2.0482776,-1.9935889,31
221510,-2.7496123,-1.0823398000000002,0.34587738,-1.3024533,-1.222431,-0.24565569,1.0295842,-0.24586222,-2.4488695,-1.8021218999999997,-2.0481724999999997,-1.9936173,31
221511,-2.7496817000000005,-1.0825658999999999,0.34631282,-1.30243,-1.2224318,-0.24563186,1.0294654,-0.24582721,-2.448458,-1.8040490000000002,-2.0478082,-1.9944683,31
221512,-2.7497317999999997,-1.0827280000000001,0.34546435,-1.3026525,-1.222429,-0.24553908,1.0293564,-0.24579744,-2.4482060000000003,-1.8041043999999997,-2.0473845,-1.9948113,31
221513,-2.749767,-1.0815979,0.3463084,-1.3036459999999999,-1.2224294,-0.2454936,1.0293105,-0.24576427,-2.4484491000000004,-1.8029886000000002,-2.047312,-1.9945502,31
221514,-2.749793,-1.079978,0.34443983,-1.3026385,-1.2224319,-0.24545924,1.0292493,-0.24575086,-2.44913,-1.8021249,-2.0472457,-1.993077,31
221515,-2.7498112,-1.0787568,0.34653515,-1.3029747999999999,-1.2224321000000002,-0.24531642,1.0292351999999998,-0.24575019,-2.4495112999999997,-1.8025229,-2.0472615000000003,-1.9918320999999999,31
221516,-2.7498242999999998,-1.0776024,0.3447087,-1.3027923000000001,-1.2224317,-0.24538490000000002,1.0292001,-0.24572918,-2.449586,-1.8021009,-2.047094,-1.9923658,31
221517,-2.749833,-1.0764243999999998,0.34640446,-1.3038431000000001,-1.2224287,-0.2452431,1.0292014,-0.24576579,-2.4496553,-1.8026128000000001,-2.0468853,-1.9931284,31
221518,-2.7498403,-1.0753638,0.34605908,-1.3034078000000002,-1.2224319,-0.24526317,1.0291690999999998,-0.24567617,-2.4496615000000004,-1.8026134999999999,-2.0467393,-1.9935395,31
221519,-2.7498452999999996,-1.0743713,0.32840446,-1.2415339,-1.2003167,-0.2347312,1.0205768,-0.18582265,-2.449938,-1.8014543,-2.047052,-1.9942933,31
221520,-2.7498484,-1.0733700000000002,0.27692157,-1.0797552,-1.127601,-0.142448,0.9832904,-0.039494727,-2.4507778,-1.8015642,-2.0473757,-1.9941692,31
221521,-2.7293990000000004,-1.0732955,0.16937804,-0.85907507,-1.0179443000000001,0.01600705,0.9061851999999999,0.16265236,-2.4512277,-1.8035666000000001,-2.048364,-1.9926717,31
221522,-2.7236675999999997,-1.0735801,0.015518475,-0.607047,-0.8819046,0.1917596,0.8057314999999999,0.36516193,-2.4511561,-1.8055421000000003,-2.0487642,-1.9908608,31
221523,-2.7310922000000004,-1.0744017,-0.15148989999999998,-0.32351127,-0.7269173000000001,0.31917664,0.7326216999999999,0.5113983,-2.4528105,-1.8062313,-2.0487849999999996,-1.9900881999999998,31
221524,-2.7263477000000003,-1.0762041,-0.32622140000000005,-0.014575811000000001,-0.5583446999999999,0.40840290000000007,0.68026906,0.61617637,-2.4541755000000003,-1.8057293999999997,-2.0488973,-1.9904456000000001,31
221525,-2.7273383,-1.0782043,-0.49006265,0.32237592,-0.38009667,0.45707083,0.6616135000000001,0.673639,-2.4534354,-1.8041512,-2.0489778999999997,-1.9892448,31
221526,-2.7236586,-1.080093,-0.6014728,0.59133554,-0.19471096,0.44465563,0.56513673,0.6615098,-2.4531557999999998,-1.8027587,-2.0491223,-1.9870628000000001,31
