,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
621227,-0.14098103,-0.6483244,0.35530633,-1.2719280000000002,-1.222417,-0.25563577,1.0291525,-0.2457036,-2.2302522999999996,-1.4069318000000002,-1.6798078999999997,-1.6637593999999998,63
621228,-0.14136949,-0.65017676,0.35261333,-1.2710711000000001,-1.2107546,-0.48672095,0.93402946,-0.5056892,-2.2304595000000003,-1.4046104,-1.6798078999999997,-1.6649003,63
621229,-0.14164853,-0.65140325,0.39703083,-1.215445,-1.1647288999999998,-0.8143819,0.76852554,-0.86228544,-2.2301815,-1.4050877,-1.6798078999999997,-1.6647998,63
621230,-0.14134037,-0.6522148,0.46988803,-1.1061792,-1.0933111999999998,-1.0190014,0.6729321,-1.0882983999999998,-2.2320976000000003,-1.4054296999999998,-1.6798078999999997,-1.664581,63
621231,-0.13756629999999997,-0.6526956,0.5488016,-0.9515251,-1.0037769,-1.1084781000000001,0.63931704,-1.191653,-2.2322853,-1.4064713,-1.6798078999999997,-1.6635794999999998,63
621232,-0.13841547,-0.6529056,0.6453828,-0.77346224,-0.9013571,-1.1732907,0.6147491,-1.2665528,-2.232701,-1.4072176,-1.6798078999999997,-1.6629353,63
621233,-0.14308588,-0.65302247,0.77950597,-0.5920880999999999,-0.78962773,-1.2721716,0.5656021,-1.3741667,-2.22832,-1.4077524,-1.6798078999999997,-1.6621065,63
621234,-0.14084753,-0.6530391,0.9270204,-0.40141255,-0.6711539000000001,-1.3570269,0.5194968,-1.4649146,-2.228111,-1.4081355,-1.6798078999999997,-1.6617697,63
621235,-0.14533529,-0.65217733,1.0647415,-0.19108671,-0.5479082,-1.3974487,0.50205183,-1.5099156999999999,-2.2191622000000004,-1.4084101999999998,-1.6798078999999997,-1.6618221999999998,63
621236,-0.14905918,-0.6513918000000001,1.2002013,0.030387174,-0.42126283,-1.4166867,0.49844265,-1.5329236000000002,-2.2329084999999997,-1.4046243,-1.6798078999999997,-1.6612721999999998,63
621237,-0.14715809,-0.65113133,1.3403181999999998,0.25520149999999997,-0.292165,-1.4302765,0.4960011,-1.5492419,-2.2340744,-1.4043012,-1.6798078999999997,-1.6614656000000003,63
621238,-0.14325853,-0.6504408,1.499348,0.44335410000000003,-0.16135307,-1.4635129,0.45010906,-1.581243,-2.2258806,-1.40168,-1.6798078999999997,-1.6619348999999999,63
621239,-0.14350946,-0.64809775,1.6377873,0.42741215,-0.03897584,-1.5320221,0.18000929,-1.6098673000000001,-2.2064872,-1.4021915,-1.6798078999999997,-1.6616467000000001,63
621240,-0.14368914,-0.64641905,1.7442210999999999,0.3799862,0.039794027999999995,-1.6045744,-0.045951582000000005,-1.6494370999999999,-2.2088194,-1.4033544,-1.6798078999999997,-1.6621013,63
621241,-0.14381862,-0.6452161,1.823102,0.33793249999999997,0.096566215,-1.6610314999999998,-0.21880770000000002,-1.6807072,-2.2144234,-1.4033912,-1.6798078999999997,-1.6595258999999998,63
