,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
349053,-1.0422652000000001,-0.33500558,0.32330638,-1.2399298,-1.2195473999999997,-0.25457963,1.0289291999999999,-0.24442829,-2.3100307,-1.144725,-1.462621,-1.5275508999999998,45
349054,-1.0428303,-0.33499432,0.324038,-1.245725,-1.2203652,-0.25488013,1.02899,-0.24480891,-2.3095946,-1.1439962,-1.4625993,-1.5267735,45
349055,-1.0419089,-0.33497447,0.3245334,-1.247385,-1.2209495000000001,-0.25509545,1.0290443,-0.24506828,-2.3096046,-1.1428274,-1.4629979,-1.526918,45
349056,-1.0374753,-0.33523765,0.32281893,-1.2428706,-1.2213690000000001,-0.25524974,1.0290645,-0.24525954,-2.308964,-1.1425823,-1.4632367,-1.5268321000000002,45
349057,-1.0335026,-0.33537397,0.32228234,-1.2432466999999998,-1.22167,-0.2553603,1.0291109,-0.24536501,-2.3095157000000004,-1.1425629,-1.4630032,-1.5267178,45
349058,-1.0306559000000002,-0.335448,0.32077223,-1.1520662,-1.1748631,-0.25543952,1.0291362,-0.24548009,-2.308033,-1.14259,-1.4616755,-1.527097,45
349059,-1.0240049999999998,-0.33563990000000005,0.31853109999999996,-1.0259291,-1.111584,-0.25549626,1.0291116,-0.24555157,-2.308914,-1.1436868999999998,-1.4607944,-1.527283,45
349060,-1.0182666999999999,-0.33580679999999996,0.3164192,-0.9353488000000001,-1.0662928999999999,-0.25553694,1.0291435,-0.24560139,-2.3114538,-1.1441641000000002,-1.4602258999999997,-1.5267408000000002,45
349061,-1.0263118,-0.33551008,0.31565934,-0.8706183000000001,-1.0338436,-0.2555661,1.0291415000000002,-0.24563259,-2.3119946,-1.1439822,-1.4612733999999998,-1.5261271,45
349062,-1.0300295,-0.33540390000000003,0.3128178,-0.79419017,-0.9973405000000001,-0.25558695,1.0291915,-0.24565634,-2.3109142999999994,-1.1422028999999998,-1.4656131000000001,-1.5261533,45
349063,-1.0363321,-0.33536866,0.30914095,-0.6100357,-0.9088224,-0.2556019,1.0291636,-0.24570067,-2.309819,-1.1426948000000001,-1.4668417,-1.5254861000000002,45
349064,-1.0363722,-0.3353435,0.3064425,-0.47615314,-0.8442949000000001,-0.25561264,1.0291896,-0.2456992,-2.308657,-1.1433666,-1.4672909,-1.5250236000000001,45
349065,-1.028543,-0.33510357,0.30406454,-0.38027772,-0.7980804,-0.25562033,1.0291401,-0.24569549999999998,-2.3086283,-1.1427528999999998,-1.4674126,-1.524397,45
