,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
637894,-0.10203676,-0.58095956,0.5450768,-0.9655593000000001,-0.9964255,-1.4643476999999998,0.49021298,-1.5901548,-2.2521996,-1.324026,-1.5867813999999998,-1.4986271,64
637895,-0.100567274,-0.5808637,0.6785764,-0.7999163,-0.8932155,-1.5124339,0.45230886,-1.6370173000000001,-2.255734,-1.3244287000000001,-1.5836816999999999,-1.4959348,64
637896,-0.10168143,-0.5804514000000001,0.8221235999999998,-0.6178036,-0.7808646,-1.5493374,0.423325,-1.6729247999999999,-2.2558591,-1.3251511,-1.581705,-1.4936206,64
637897,-0.10040367,-0.5796411,0.95484334,-0.41122875,-0.6619633,-1.54562,0.4255897,-1.6691526999999997,-2.249635,-1.3250534999999999,-1.580268,-1.4925298999999999,64
637898,-0.09967394,-0.57831234,1.0537703,-0.17657551,-0.53840774,-1.4858168,0.46208978,-1.6078270000000001,-2.2562293999999996,-1.3249836000000002,-1.5791687,-1.491905,64
637899,-0.100418724,-0.5773494,1.1654873,0.058065652999999995,-0.411625,-1.4436657,0.48780036,-1.5647768,-2.253638,-1.3249335,-1.5783808000000001,-1.4902587999999999,64
637900,-0.09802178,-0.57631594,1.3322158000000002,0.26715034,-0.28243488,-1.4659036,0.47447228,-1.5879412,-2.2532777999999998,-1.324773,-1.5770044,-1.488809,64
637901,-0.095267504,-0.57570064,1.4966981000000001,0.43705875,-0.15144713,-1.4958420000000001,0.41140705,-1.6116563,-2.240224,-1.324235,-1.5730356,-1.4876447,64
637902,-0.096430846,-0.575431,1.5962471999999999,0.49742129999999996,-0.019230662,-1.4969139999999999,0.22171009,-1.5807464,-2.2313194,-1.3237702,-1.5695678999999998,-1.4858525,64
637903,-0.09587879,-0.57619536,1.6744137,0.5156350000000001,0.11355002,-1.4879566,0.008049801,-1.5380238000000002,-2.2406836,-1.3233718,-1.5674073999999998,-1.4837884,64
637904,-0.09274108,-0.57688195,1.7346238999999999,0.52515197,0.20911689,-1.4813437,-0.14683284,-1.5069796,-2.2521455,-1.3236879,-1.5653728,-1.4809233999999998,64
637905,-0.09623511,-0.57776505,1.7852465,0.5135048,0.25317302,-1.5001043,-0.24831039,-1.5099174,-2.252297,-1.3236068,-1.5641593999999999,-1.4805034,64
637906,-0.09490816,-0.57892144,1.8416105999999999,0.4582465,0.262594,-1.5582409,-0.3479961,-1.5545563999999998,-2.2250874,-1.3236618999999998,-1.5630535,-1.4776391000000002,64
637907,-0.09322187,-0.57948905,1.8890585,0.40114576,0.25564086,-1.623361,-0.42422655,-1.6098056,-2.2359232999999996,-1.3240861000000002,-1.561736,-1.4748441,64
637908,-0.09704213,-0.5801324000000001,1.9260116000000003,0.35367116,0.25127655,-1.6744926,-0.48813490000000004,-1.6525637999999998,-2.237696,-1.3242767,-1.5617341,-1.4731123,64
637909,-0.098210484,-0.58051544,1.9483824,0.32812440000000004,0.25613704,-1.699904,-0.5345966999999999,-1.6716642,-2.2406242,-1.3241192,-1.5610546,-1.4728336000000002,64
637910,-0.0993939,-0.58086646,1.9582654,0.327316,0.27961773,-1.6928436999999998,-0.5715829000000001,-1.6589752,-2.2363543999999997,-1.324065,-1.5575863,-1.4719723,64
637911,-0.10026314,-0.5812858,1.9430538,0.37980866,0.30750406,-1.6477556,-0.54959553,-1.6150976000000001,-2.238552,-1.3228062,-1.5527982,-1.4720045,64
637912,-0.09673397,-0.58116,1.8866869,0.5019235,0.32263985,-1.5622143,-0.4324453,-1.5419686000000001,-2.2378972000000004,-1.3210431,-1.5495626,-1.4684533000000002,64
637913,-0.09342062,-0.58068055,1.8211509,0.62709904,0.3312825,-1.4740226,-0.30337825,-1.4673519,-2.2937262,-1.321164,-1.5479072,-1.4651067,64
637914,-0.09162391,-0.58025295,1.7717108,0.7201158000000001,0.3406212,-1.4074904,-0.21247746,-1.4101503,-2.277087,-1.3204693,-1.5467416,-1.4597431,64
637915,-0.09229743,-0.579661,1.7097164,0.82325923,0.35135700000000003,-1.331679,-0.114308015,-1.3432603,-2.2978685000000003,-1.316797,-1.5457193,-1.4553531000000002,64
637916,-0.0938201,-0.5792598000000001,1.6116063999999999,0.95596576,0.36428496,-1.2270343000000001,0.0096978275,-1.2471025,-2.3045974,-1.3115245,-1.5442069,-1.4529012,64
637917,-0.09774675,-0.5788667,1.4761746999999998,1.1065776000000003,0.3686448,-1.0984254,0.16707897,-1.1253828000000001,-2.2836925999999997,-1.3043323999999998,-1.5431598,-1.4502131999999999,64
637918,-0.098207474,-0.57796216,1.2971263000000002,1.260233,0.34943557,-0.94968915,0.37106624,-0.98059756,-2.2678905,-1.2978673,-1.5417655000000001,-1.4479936000000002,64
637919,-0.098537706,-0.57731396,1.1271883,1.3709083,0.31899366,-0.81848896,0.5518561,-0.8501194,-2.2603316,-1.294174,-1.5415007,-1.4461155,64
637920,-0.09877459,-0.57684946,1.0099452,1.4381516,0.29110005,-0.7284423000000001,0.6820305999999999,-0.761443,-2.2518694,-1.2921044,-1.5403688999999998,-1.4430428,64
637921,-0.09589785,-0.5759791,0.94017744,1.4719282,0.2645856,-0.6741009,0.7742555,-0.7100173000000001,-2.2455703999999996,-1.2902476999999999,-1.5387153999999998,-1.4412383,64
637922,-0.09383717,-0.57535535,0.9104985000000001,1.4732618,0.23785082,-0.6509052,0.8325737,-0.69130623,-2.2404203,-1.2877501,-1.5350082,-1.4389905,64
637923,-0.09236066,-0.5749085,0.9283323,1.4369239,0.20874754,-0.6667086,0.8558565999999999,-0.71497,-2.2418723,-1.286001,-1.5331643999999998,-1.4344788999999998,64
637924,-0.096886545,-0.5762684,0.9929929,1.3699336000000002,0.17430805,-0.7253791,0.8572095,-0.7860708000000001,-2.2407873,-1.2837883999999997,-1.5306711000000002,-1.4312462,64
637925,-0.10012964,-0.5767388000000001,1.0304569,1.2905412,0.13337643,-0.76877666,0.85759073,-0.8384111999999999,-2.2377796,-1.2827667999999999,-1.5288252,-1.4309127000000001,64
