,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
755175,0.30979657,-0.6400828000000001,0.34994915,-1.2698774,-1.2224232,-0.25563508,1.0291504,-0.24570905,-2.314753,-1.4400069,-1.7323272,-1.7239197,69
755176,0.31260103,-0.6399703,0.34953532,-1.2614888000000002,-1.2077987,-0.45565920000000004,0.9512091,-0.47336224,-2.3150425,-1.4395452,-1.7324528000000001,-1.7239810000000002,69
755177,0.3151184,-0.63975537,0.38496038,-1.1910199,-1.1591254,-0.6785449,0.84865046,-0.72285837,-2.3155553,-1.4402323000000001,-1.7325773999999998,-1.724025,69
755178,0.3194606,-0.6396349,0.44641238,-1.0716639,-1.0858667,-0.83842003,0.7751223,-0.90180707,-2.3143175,-1.4409169,-1.7315904999999998,-1.7238729,69
755179,0.32257122,-0.6395486,0.5267569000000001,-0.9173701999999999,-0.9950139000000001,-0.95329887,0.72233504,-1.0303684000000002,-2.3140285,-1.4414074,-1.7294284,-1.7237639999999999,69
755180,0.32327786,-0.639722,0.61867905,-0.7370675,-0.8915622,-1.0320419,0.6860965,-1.1187072,-2.3101368,-1.4416457,-1.7282297999999998,-1.725375,69
755181,0.32124528,-0.63971186,0.7039211,-0.5630546,-0.79305017,-1.0814086,0.6647607,-1.17475,-2.3144822,-1.4414206,-1.7263773999999998,-1.7255011999999998,69
755182,0.3152208,-0.6395702,0.7621718000000001,-0.43454573,-0.7217733000000001,-1.1090697,0.6562078,-1.2071743000000001,-2.313382,-1.4409148999999999,-1.7250400000000001,-1.7248205,69
755183,0.30785733,-0.6403087,0.79886025,-0.341069,-0.6712786999999999,-1.1205909,0.65536857,-1.2216002000000001,-2.3128111000000002,-1.4394916000000002,-1.7244654,-1.724443,69
755184,0.3066428,-0.6401658,0.8248719999999999,-0.277014,-0.6364479000000001,-1.1295,0.6543753999999999,-1.2326676,-2.3135117999999997,-1.4388707,-1.7235941000000004,-1.7241355999999999,69
755185,0.30678734,-0.64026505,0.84569967,-0.23829332,-0.61399925,-1.1445465,0.6478901,-1.2497339,-2.314784,-1.4401428,-1.7236391,-1.7246131999999998,69
755186,0.3018148,-0.6401682,0.86170095,-0.20965488,-0.5973133,-1.1569366,0.64191085,-1.2636119,-2.3138158,-1.4413098,-1.7244863999999998,-1.7244045,69
755187,0.29672882,-0.6404011,0.87528604,-0.17746220000000001,-0.57996446,-1.1611136,0.64150536,-1.2687209,-2.3111556,-1.4414306000000001,-1.7251158,-1.7242549999999999,69
755188,0.30628344,-0.6405009,0.88698655,-0.14396569,-0.56246495,-1.1594362,0.64391124,-1.2673712,-2.3102967999999997,-1.4400082,-1.7247148999999997,-1.7242213,69
755189,0.31262209999999996,-0.64016914,0.8968540999999999,-0.110691965,-0.5455218000000001,-1.1535919,0.64836055,-1.261435,-2.313935,-1.4386451,-1.7243536,-1.7239769,69
755190,0.31767195,-0.64003223,0.90261316,-0.08229588,-0.5316536999999999,-1.1444296999999999,0.65493757,-1.2519208,-2.3131104,-1.4379377,-1.7232568,-1.7237282999999999,69
755191,0.31062967,-0.6401693,0.9018419,-0.06449479999999999,-0.52407336,-1.1325929,0.66361076,-1.2395843,-2.3113330000000003,-1.4374195,-1.7211817999999999,-1.7235501,69
755192,0.30913609999999997,-0.6402003,0.8993860999999999,-0.05670357,-0.5212684,-1.1242826000000001,0.6696993,-1.2309433,-2.312114,-1.437055,-1.7193459,-1.7234223999999998,69
755193,0.3172052,-0.639853,0.8979584999999999,-0.058220517,-0.52215815,-1.1233681,0.6702265000000001,-1.2300168,-2.3113096,-1.4368345,-1.7181436,-1.7233310000000002,69
