,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
796200,-1.0207751,-0.7775888000000001,0.31143805,-1.3234962,-1.2223763,-0.25562456,1.0291489999999999,-0.24570411,-2.5073466,-1.5725973,-1.8380154,-1.8257729,71
796201,-1.0253973,-0.7781698,0.2968243,-1.2762954,-1.2135755,-0.021186857000000003,0.9216120999999999,0.017931478,-2.507031,-1.57181,-1.8385474999999998,-1.8256305,71
796202,-1.023968,-0.7784591,0.20677903,-1.1908218000000002,-1.1711651,0.5905081,0.4584974,0.63654,-2.5077705000000003,-1.5715419,-1.8401104,-1.8251089,71
796203,-1.0188589,-0.7784984,0.04922213,-1.107098,-1.1028488,1.2218223,-0.08235089999999999,1.2632208,-2.4971669999999997,-1.5719796,-1.8398255000000001,-1.8238029999999998,71
796204,-1.0145789,-0.7784973000000001,-0.14302531,-1.0187416999999999,-1.0156087,1.6797810000000002,-0.47889596,1.7172351000000003,-2.4973810000000003,-1.5735161,-1.8418858,-1.8237796000000002,71
796205,-1.0115125,-0.778108,-0.3593148,-0.92519134,-0.91476613,2.0060785,-0.76022446,2.0408566,-2.5132957,-1.5738646,-1.8454423999999998,-1.8257822,71
796206,-1.0093153,-0.77774715,-0.5913411999999999,-0.82281935,-0.8041438,2.2313752,-0.9468309000000001,2.2656739,-2.525805,-1.5743171,-1.844136,-1.8288380000000002,71
796207,-1.0077404,-0.7764064,-0.79658365,-0.7305888,-0.7045087,2.3911397,-1.0775974,2.4254234,-2.505148,-1.5741114999999999,-1.841386,-1.8275298999999998,71
796208,-1.0066122,-0.7747735,-0.940891,-0.66868395,-0.6349781,2.5100656000000003,-1.1792078000000001,2.5434964,-2.505863,-1.5738752,-1.8387337,-1.8227971,71
796209,-1.0058042,-0.7726218,-1.044198,-0.62492245,-0.58538055,2.5958147,-1.2531366000000002,2.6284554,-2.495909,-1.5738378999999998,-1.8367310000000001,-1.8242002,71
796210,-1.0052251,-0.7710315,-1.1291058999999999,-0.58647436,-0.54420173,2.65429,-1.3000174,2.6871798,-2.4999444,-1.5738372,-1.8400328999999997,-1.8245619999999998,71
