,ambient,coolant,u_d,u_q,motor_speed,torque,i_d,i_q,pm,stator_yoke,stator_tooth,stator_winding,profile_id
720711,0.32246283,-0.6713842,0.31788920000000004,-1.3252256000000002,-1.2221591,-0.25558117,1.0291388000000001,-0.24565183,-2.3174632,-1.4409188999999998,-1.7167686999999998,-1.723296,67
720712,0.32352376,-0.66992724,0.30864334,-1.2728711000000001,-1.2087845,-0.16955702,1.0094448,-0.14229544,-2.3172257000000003,-1.4407716,-1.7171323,-1.7232933999999998,67
720713,0.3277144,-0.6686276999999999,0.28797334,-1.1588569,-1.1616306,-0.09920783,0.99282736,-0.0580097,-2.3174808,-1.4406921,-1.7175086,-1.7232385,67
720714,0.33092338,-0.6679919,0.25992474,-1.0000652,-1.0894816,-0.053910362999999996,0.9836075999999999,-0.0035330884000000003,-2.3170412000000002,-1.4412359,-1.7172366000000001,-1.7231991999999998,67
720715,0.3316591,-0.66798794,0.23009445,-0.80834144,-0.9994268,-0.03113432,0.98228514,0.02439363,-2.3152340000000002,-1.4419209,-1.7166998,-1.7231945,67
720716,0.33539104,-0.6680016,0.18700078,-0.59464526,-0.8965028,-0.0024062821,0.9752586999999999,0.05877448,-2.3136504,-1.4428214,-1.7163441000000002,-1.7232043999999997,67
720717,0.33228746,-0.6686263000000001,0.11784499,-0.3670644,-0.7843967,0.050346795,0.9588027,0.12063956,-2.3139912999999996,-1.4429221,-1.7161055,-1.7231879,67
720718,0.32696859999999994,-0.66976243,0.04541321,-0.12871398,-0.6657645999999999,0.09374945,0.9445568999999999,0.17125656,-2.313943,-1.4424502000000001,-1.7156167000000002,-1.723163,67
720719,0.32389015,-0.670746,-0.008949184,0.12114224,-0.54241484,0.106688015,0.9419605999999999,0.18683831,-2.3130484,-1.4421216000000001,-1.7151452,-1.7232624,67
720720,0.32071027,-0.67237484,-0.061212163,0.37873396,-0.41565582,0.11237125,0.94108164,0.1938911,-2.3126512000000004,-1.4420177,-1.71432,-1.7232826,67
720721,0.31820795,-0.6745356,-0.12554780000000001,0.63945985,-0.28647035,0.12589239,0.93778926,0.20988283,-2.3130498,-1.4421245,-1.7140421000000001,-1.7232777,67
720722,0.32081768,-0.67686594,-0.22154410000000002,0.89656836,-0.15554169,0.16655736,0.9251069,0.24729592,-2.312505,-1.4420182,-1.7143872,-1.7232537,67
720723,0.32214564,-0.67824644,-0.30989096,1.0944651,-0.023305407,0.24592963,0.84422356,0.27556595,-2.3132317000000002,-1.4417346000000002,-1.714864,-1.7232101000000002,67
720724,0.32144904,-0.6790803000000001,-0.50134826,1.0657781000000002,0.10976035,0.34665250000000003,0.538538,0.37020558,-2.3157642000000003,-1.4420049,-1.7151551999999999,-1.7231789,67
720725,0.32127538,-0.68003255,-0.6954791,0.9501782,0.23890197,0.45696270000000005,0.18432008,0.4621549,-2.3176436000000002,-1.4428041,-1.715241,-1.7231565,67
720726,0.321983,-0.6801513000000001,-0.85891277,0.82485634,0.33284634,0.5609116,-0.11545523,0.5468960999999999,-2.3198216,-1.443015,-1.7147211,-1.7231404,67
720727,0.32285628,-0.6798365,-0.9895461,0.70373213,0.4024688,0.6484665,-0.3661,0.6165767,-2.3264387,-1.4426700000000001,-1.7145013,-1.7239506999999998,67
720728,0.3231574,-0.67838615,-1.089591,0.6024246,0.46278468,0.71015173,-0.56717026,0.6633456999999999,-2.3274012,-1.4435248,-1.7141131999999997,-1.7242433999999998,67
720729,0.32318953,-0.6766565,-1.1617648999999999,0.52528054,0.53063905,0.7406666000000001,-0.73110217,0.6818982,-2.3195952999999996,-1.4439918,-1.7139628,-1.7232075,67
720730,0.31801924,-0.6747939000000001,-1.1921252,0.5183859000000001,0.6043845,0.73137295,-0.81839436,0.6672766,-2.3179027999999997,-1.4421088,-1.7140831000000003,-1.721039,67
720731,0.31917655,-0.67310804,-1.1690247999999999,0.59650725,0.6825751999999999,0.6779235,-0.82159656,0.61667347,-2.3179564,-1.4407591999999998,-1.7129849,-1.7189424999999998,67
